,nombre_artista,bio,listeners,playcount,similar
10,California Sunshine,"California Sunshine was originally the Israeli goa/psytrance project of Har-el Prussky aka Adrenalin Drum and DJ Miko aka X-Wave. More recently, the name California Sunshine is owned by Miko and Roy Sela, a producer and guitarist. This artist page may also (incorrectly) contain albums released by Har-el without DJ Miko, which are typically released under the name California Sunshine (Har-El). <a href=""https://www.last.fm/music/California+Sunshine"">Read more on Last.fm</a>",13122,174790,"['Etnica', 'Space Tribe', 'The Infinity Project', 'Total Eclipse', 'Talamasca']"
11,Above & Beyond Group Therapy," <a href=""https://www.last.fm/music/Above+"">Read more on Last.fm</a>",0,0,[]
12,Markus Schulz - Global DJ Broadcast," <a href=""https://www.last.fm/music/Markus+Schulz+-+Global+DJ+Broadcast"">Read more on Last.fm</a>",38,155,['Andrew Rayel']
13,Tom Exo," <a href=""https://www.last.fm/music/Tom+Exo"">Read more on Last.fm</a>",3643,16945,"['Mike Zaloxx', 'Allan Berndtz', 'Jody 6', 'Ed Sánchez', 'U-Mount']"
14,Aly & Fila," <a href=""https://www.last.fm/music/Aly+"">Read more on Last.fm</a>",0,0,[]
15,Nick Newman,"Nick Newman specializes in producing electronic music that can best be classified as Organic House and Electronica. Deriving influences from Techno and Trance, the British-born artist has fashioned a deep melodic style that is characterized by its warm meditative quality, and ethereal textures. Based in Atlanta, Newman has been recognized by industry-leading labels including The Soundgarden, Guy J’s Armadillo Records, Manual Music, Stripped Digital, and more. <a href=""https://www.last.fm/music/nick+newman"">Read more on Last.fm</a>",3578,9727,"['St.Ego', 'Jiminy Hop', 'Greg Ochman', '4Moon Music', 'Forty Cats']"
16,Indi,"There are (4) listings for INDI. One is a american hip-hop producer and emcee see INDI BLACK. And the other is a  Russian rock group.
Third: ‘indi’ is the moniker of contemporary musician and composer Indira Force, who originates from the rain forests of Titirangi, New Zealand and built her foundations of classical piano. Currently based in Berlin, indi writes using a combination of electronic and classical instrumentation, with a signature sound that relies on intricate details and multi-layered structures. <a href=""https://www.last.fm/music/Indi"">Read more on Last.fm</a>",14281,87966,"['loowana', 'Whilk and Misky', 'Mermaidens', 'Nicolas Sales', 'Emmx']"
17,Goa Doc," <a href=""https://www.last.fm/music/Goa+Doc"">Read more on Last.fm</a>",2098,11973,"['djhalion', 'Artmox', 'Progressive Goa Trance', 'Nova Fractal', 'Astralgoat']"
18,Ruslan Radriges,"Real Name:
Ruslan Igorevich Shakhin
Profile:
Trance/Progressive DJ & producer from Russia
Born: March 11, 1990 <a href=""https://www.last.fm/music/Ruslan+Radriges"">Read more on Last.fm</a>",13112,88777,"['Michael Milov', 'Alexander Popov', 'Roman Messer', 'Tycoos', 'Eximinds']"
19,Proxeeus,"
Proxeeus
Real Name:
Jérôme Lesterps
Profile:
One-man Goa Trance project hailing from France, started late 2010 / early 2011. Its focus is on trying to stay true to ""that"" original acidic Goa sound from the early to mid 90's.
:




 <a href=""https://www.last.fm/music/Proxeeus"">Read more on Last.fm</a>",1233,15668,"['Median Project', 'Omnivox', 'Centavra Project', 'Goatree', 'Cosmic Dimension']"
20,Airwave,"Laurent Véronnez aka (DJ) Airwave lived in Brussels until he was 20 years young, experimenting with computers and synthesizers at his home. After sending his first demo to Lightning Records - the original home of the infamous Bonzai label -, he became one of the main artists of the new age in electronic music. After the first small successes with PLG, North Pole, Montera and Magnetix, he had his first breakthrough with the first release of Fire & Ice, produced together with DJ Fire. <a href=""https://www.last.fm/music/Airwave"">Read more on Last.fm</a>",106091,968474,"['Perpetuous Dreamer', 'Alex M.O.R.P.H.', 'Plastic Boy', 'Activa', 'Vincent de Moor']"
21,Tom Wax,"Tom Wax started his DJing career in the late 1980's playing at small clubs and partys around his hometown of Darmstadt, Germany. Still in school, Tom and his friend Thorsten Adler started experimenting in electronic dance music and landed instant clubhits with their several projects. The breakthrough came in 1992 with Arpeggiators when they got signed by Harthouse, the young label of techno guru Sven Vath. Since then Tom, in corporation with various friends <a href=""https://www.last.fm/music/Tom+Wax"">Read more on Last.fm</a>",24062,91385,"['Julien Riess', 'Sabura', 'Daniel Levak', 'Juliet Fox', 'Levt']"
22,Ricardo Piedra," <a href=""https://www.last.fm/music/Ricardo+Piedra"">Read more on Last.fm</a>",1069,4542,"['Simos Tagias', 'Eric Lune', 'Michael A', 'Anton MAKe', 'Analog Jungs']"
23,North Core Project,"North Core Project is a hardtrance/rave group set in Germany. It is composed of artists LiquidBeat and Toxica. You can find North Core Project MP3s on http://www.mp3.de legally, or check out their website at http://www.northcoreproject.de. <a href=""https://www.last.fm/music/North+Core+Project"">Read more on Last.fm</a>",2357,12317,"['Short-e', 'Mikesh', 'Deelay Pain', 'G1 & Twizted', 'Top-C']"
24,Bobina,"Introduction: For the last 8 years, Bobina (aka Moscow-based DJ, producer & record label impresario Dmitry Almazov) has been at the forefront of Russia’s electronic dance breakout. His DJ adventures have taken him around the planet numerous times, playing tent-pole events including Global Gatherings, Gatecrasher Summer Soundsystem, Trance Energy, and the Winter Music Conference. Spinning close to 100 block-rock sets every year, it has seen DJ Mag <a href=""https://www.last.fm/music/Bobina"">Read more on Last.fm</a>",121910,1300798,"['Alexander Popov', 'Roman Messer', 'Michael Milov', 'Denis Kenzo', 'Aurosonic']"
25,Dj Bim," <a href=""https://www.last.fm/music/DJ+Bim"">Read more on Last.fm</a>",554,4548,"['Drukverdeler', 'One Function', 'Champa', 'Sonic Entity', 'Orisma']"
26,INVIRON," <a href=""https://www.last.fm/music/Inviron"">Read more on Last.fm</a>",1094,4735,"['Andrew Mirt', 'Jean CLEMENCE', 'Kwone', 'Hypersia', 'Aleksandr R']"
27,Stargazers,"There is more than one artist with this name, including: 
1) Stargazers was an Irish acoustic swing band from Cork that featured  John Spillane. 
2)  Stargazers is a Dutch vocal trance producer, aka Bas Bloemendaal. 
3) Stargazers is duo Leigh Guest and Claudine Cramer. 
[for 50s British vocal group, and for 1980s UK rock'n'roll group, see: The Stargazers. 

1) Stargazers was an Irish acoustic swing band band from Cork that featured  John Spillane. Active in the late 80s and early 90s, they mostly played songs from the 1920s and 1930s.  <a href=""https://www.last.fm/music/Stargazers"">Read more on Last.fm</a>",10767,79058,"['Phillip J', 'Raz Nitzan', 'Kaimo K', 'Drival', 'BluSkay']"
28,Ian Source," <a href=""https://www.last.fm/music/Ian+Source"">Read more on Last.fm</a>",837,2820,"['Robbie Seed', 'Claus Backslash', 'Christopher Corrigan', 'Jimmy Chou', 'Fisical Project']"
29,DoctorSpook,"Introducing DoctorSpook, also known as Nathan Vogel, the visionary mastermind behind the psychedelic visual and aural artistry that has captivated audiences worldwide. With over a decade of experience, Doctor Spook has been at the forefront of the underground North American psytrance movement, touring relentlessly as an international DJ and founding the largest USA-based psytrance A/V record label and distribution network, GeoMagnetic and Goa Records. <a href=""https://www.last.fm/music/DoctorSpook"">Read more on Last.fm</a>",1396,5799,"['California Sunshine (Har-El)', 'Goa Luni', 'GeneJoke', 'Acid DJ', 'Nostromosis']"
30,Pedro Capelossi," <a href=""https://www.last.fm/music/Pedro+Capelossi"">Read more on Last.fm</a>",1244,5763,"['Madloch', 'Schulz Audio', 'Nicolas Rada', 'Nicolas Barnes', 'Michael A']"
31,Eric Lune," <a href=""https://www.last.fm/music/Eric+Lune"">Read more on Last.fm</a>",3945,18493,"['Analog Jungs', 'Antrim', 'Golan Zocher', 'Julian Nates', 'Anton MAKe']"
32,Matt Darey,"Matt has been one of the pioneers of today’s dance scene being a major influence on today’s world class DJ’s. Throughout his 17 year career of producing & writing house, trance, breaks and progressive and much more he has sold well over 2 million albums & singles with numerous top 10 & top 20 chart hits.

His Nocturnal radio show is the worlds fastest expanding multi genre dance radio show now broadcast on 116 FM stations worldwide. In recent years Matt has been  playing his unique “Nocturnal” blend of many styles including electro <a href=""https://www.last.fm/music/Matt+Darey"">Read more on Last.fm</a>",106789,798416,"['The Space Brothers', 'Lange', 'The Thrillseekers', 'Lost Witness', 'Binary Finary']"
33,Major7," <a href=""https://www.last.fm/music/Major7"">Read more on Last.fm</a>",27074,184801,"['Vegas (Brazil)', 'Omiki', 'Berg', 'Vini Vici', 'Liquid Soul']"
34,Ori Uplift,"Ori Uplift is owner & CEO of Abora Recordings. Abora is proud to present Ori Uplift's weekly 2-hour radio podcast: Uplifting Only, featuring the best & newest in orchestral uplifting and uplifting trance, including world premieres from Abora & other labels. <a href=""https://www.last.fm/music/Ori+Uplift"">Read more on Last.fm</a>",981,13651,"['Ori Uplift presents', 'Playme', 'Illitheas', 'Soundlift', 'Afternova']"
35,Blank & Jones," <a href=""https://www.last.fm/music/Blank+"">Read more on Last.fm</a>",0,0,[]
36,Ferry Corsten's Countdown," <a href=""https://www.last.fm/music/Ferry+Corsten%27s+Countdown"">Read more on Last.fm</a>",340,2084,"['Fast Distance', 'Ron Hagen', 'Eugenio Tokarev', 'Dave Neven', 'Radion6']"
37,Madwave,"Considered to be one of the pillars of the Swiss trance scene, Madwave is more than a professional artist who captivates the crowd behind the decks! A visionary young man of its time in an evolutionary musical world, his dreams are synonymic of projects where only the action will give them birth. A Swiss DJ who dares!
Madwave has scoured all the clubs & festivals of the country and travels now well beyond our borders. Born in Lausanne, it's from a young age that he got interested in vinyl and made his first mixes. <a href=""https://www.last.fm/music/Madwave"">Read more on Last.fm</a>",6462,37710,"['Metta & Glyde', 'Nikolauss', 'Exouler', 'Exolight', 'jak aggas']"
38,Eve Falcon,"DJ, producer and vocalist Eve Falcon has become a premier name in progressive breaks & house throughout the U.S. and the world. She was featured in URB Magazine for their highly regarded ""Next 100"" issue, and BPM Magazine declared Eve a winner in their Next On The Decks competition. She has rocked dancefloors alongside heavyweights such as Hernan Cattaneo, Dave Seaman, Hybrid, Christopher Lawrence, Donald Glaude, DJ Irene, D:Fuse, Ferry Corsten and more! <a href=""https://www.last.fm/music/Eve+Falcon"">Read more on Last.fm</a>",598,2375,"['Phil K', 'Burufunk', 'Noel Sanger', 'Fretwell', 'Retroid']"
39,Juan Sapia," <a href=""https://www.last.fm/music/Juan+Sapia"">Read more on Last.fm</a>",1689,6886,"['Antrim', 'Analog Jungs', 'Golan Zocher', 'Juan Pablo Torrez', 'Paul Angelo']"
40,21street," <a href=""https://www.last.fm/music/21Street"">Read more on Last.fm</a>",1952,10162,"['MSZ', 'Loquai', 'Hypnotic Duo', 'Eryo', 'Matias Chilano']"
41,Anjunabeats,"Anjunabeats is Jono Grant and Paavo Siljamaki. They were later joined by Tony to become Above & Beyond.

Anjunabeats was formed when Jono Grant and Paavo Siljamaki met at Westminster University and discovered a mutual love of electronic music. The pair kicked off the label in 2000 with ‘Anjunabeats Volume 1’, a massive club success which instantly ear-pricked the likes of Pete Tong, Paul Oakenfold and Paul van Dyk. The bomb had dropped and the Anjunabeats name was firmly on the map. <a href=""https://www.last.fm/music/Anjunabeats"">Read more on Last.fm</a>",22623,140951,"['Matt Hardwick Vs. Smith & Pledger', 'Nitromethane', 'Endre', 'Super8', 'Jono Grant vs. Mike Koglin']"
42,Aldo Henrycho," <a href=""https://www.last.fm/music/Aldo+Henrycho"">Read more on Last.fm</a>",1110,7212,"['Kiran M Sajeev', 'Alternate High', 'Manuel Rocca', 'Illitheas', 'Moonsouls']"
43,Miroslav Vrlik,"23 year old Slovakian producer Miroslav Vrlík was born the 5th of November 1987 in Nová Bana, which is located in a small village called Voznica near by Zarnovica. At the age of 23, Slovakian Miroslav Vrlik is beginning to realise his full potential as an electronic dance music producer specialising in trance and progressive. He began producing in 2004 and since then has gained a vast knowledge of musical composition as he continues to develop his own sound. <a href=""https://www.last.fm/music/Miroslav+Vrlik"">Read more on Last.fm</a>",19213,154140,"['Rene Ablaze', 'Tycoos', 'UDM', 'Alex M.O.R.P.H.', 'Ferry Tayle']"
44,Chris Giuliano," <a href=""https://www.last.fm/music/Chris+Giuliano"">Read more on Last.fm</a>",7165,39977,"['Harry Diamond', 'Nikhil Prakash', 'Elevven', 'fsho', 'Lumïsade']"
45,Cold Stone,"Real Name:
Maxim Sokolov <a href=""https://www.last.fm/music/Cold+Stone"">Read more on Last.fm</a>",2408,11907,"['Kevin Vergauwen', 'Dennis Graft', 'Exolight', 'Nadi Sunrise', 'The Cracken']"
46,Neogenia," <a href=""https://www.last.fm/music/Neogenia"">Read more on Last.fm</a>",181,1125,"['Fiery Dawn', 'Omneon', 'Goa Luni', 'JBC Arkadii', 'Tranquility Base Project']"
47,Carl Daylim,"Real Name:
Carlos Dayan Torres Lima
Profile:
Trance DJ from Chiapas, Mexico. Born in 13 November 1996. <a href=""https://www.last.fm/music/Carl+Daylim"">Read more on Last.fm</a>",492,10303,"['InnerSync', 'AirLab7', 'Alternate High', 'Etasonic', 'Dreamlife']"
48,Alberto Blanco," <a href=""https://www.last.fm/music/Alberto+Blanco"">Read more on Last.fm</a>",515,1645,"['Julian Nates', 'TMS Underscores', 'Kale Kamine', 'Waves Hello', 'Dynacom (ARG)']"
49,Kenan Savrun," <a href=""https://www.last.fm/music/Kenan+Savrun"">Read more on Last.fm</a>",1415,5510,"['Eric Lune', 'Anton MAKe', 'Golan Zocher', 'Analog Jungs', 'Simos Tagias']"
50,Martin Libsen,"Real Name:
Marcin Liberkowski
Profile:
DJ & producer from Trzemeszno and living in Rogowo, Bydgoszcz, Poland.
Born: 2 July 1989 <a href=""https://www.last.fm/music/Martin+Libsen"">Read more on Last.fm</a>",1980,14639,"['Ori Uplift presents', 'The Cloudy Day', 'E.T Project', 'Manuel Rocca', 'Sound Apparel']"
51,Cameron Mo," <a href=""https://www.last.fm/music/Cameron+Mo"">Read more on Last.fm</a>",357,1100,"['Rezwan Khan', 'Oraw', 'Tempo Giusto', 'Fuenka', 'Rafael Osmo']"
52,TH Brother," <a href=""https://www.last.fm/music/TH+Brother"">Read more on Last.fm</a>",218,600,"['Junior vieira', 'Kill Eat Ratz', 'Noizekik', 'Corner', 'Madmal']"
53,Alexander Popov,"Alexander Popov (full real name: Aleksandr Vitalyevich Popov, Александр Витальевич Попов) is one of the most quickly-developing Russian musicians. He makes both dance and instrumental music the main features of which are beauty and melodic. His early instrumental works were highly valued by professional musicians and composers and last tracks are repeatedly played by the best world-wide DJs: Tiësto, Paul van Dyk and Armin van Buuren. <a href=""https://www.last.fm/music/Alexander+Popov"">Read more on Last.fm</a>",109878,1274989,"['Michael Milov', 'Ruslan Radriges', 'Roman Messer', 'Eximinds', 'Tycoos']"
54,Armin van Buuren,"Armin Jozef Jacobus Daniël van Buuren (born 25 December 1976) is a Dutch DJ and record producer. Since 2001, he has hosted ""A State of Trance"" (ASOT), a weekly radio show broadcast to nearly 40 million listeners in 84 countries via more than 100 FM radio stations.

Van Buuren has received multiple accolades throughout his career. He has been ranked the number one DJ by DJ Mag five times, including four consecutive years. He was placed fifth in the DJ Mag Top 100 DJs list in 2022, fourth in 2015, 2016, 2019 and 2020, and third in 2017. <a href=""https://www.last.fm/music/Armin+van+Buuren"">Read more on Last.fm</a>",1646648,57418658,"['Andrew Rayel', 'Ferry Corsten', 'Ben Gold', 'Giuseppe Ottaviani', 'Cosmic Gate']"
55,High Frequencies," <a href=""https://www.last.fm/music/High+Frequencies"">Read more on Last.fm</a>",592,1414,"['Adrian Alexander', 'Paul Arcane', 'Quizzow', 'Nikhil Prakash', 'Francesco Sambero']"
56,Anden State," <a href=""https://www.last.fm/music/Anden+State"">Read more on Last.fm</a>",1524,4730,"['Erconomics', 'Matt Nouveau', 'Tuskana', 'Maglev', 'Nick Sember']"
57,Milad E," <a href=""https://www.last.fm/music/Milad+E"">Read more on Last.fm</a>",8166,42564,"['LTN', 'Seegy', 'Alexander Popov', 'Eximinds', 'Kyau vs. Albert']"
58,Armos," <a href=""https://www.last.fm/music/Armos"">Read more on Last.fm</a>",1751,6649,"['Y-LF', 'The Local Heroes', 'Attila Syah', 'Exis', 'Saad Ayub']"
59,Junk Project,"Electronic music project created in 1994 by Andreas Krämer, Faris Al-Hassoni and Markus Schneider. Markus Schneider left the project in the ‘90s. In 2019 SLT joined the group. <a href=""https://www.last.fm/music/Junk+Project"">Read more on Last.fm</a>",16931,73022,"['The Mackenzie', 'Virtual Zone', 'C.M.', 'Fiocco', 'Cyclone Tracy']"
60,Sam Townend," <a href=""https://www.last.fm/music/Sam+Townend"">Read more on Last.fm</a>",1351,6407,"['Jon Hemming', 'Drax Nelson', 'Jodie (UK)', 'Miami House Party', 'Ross Homson']"
61,Venetica," <a href=""https://www.last.fm/music/Venetica"">Read more on Last.fm</a>",3194,13978,"['Oliver Cattley', 'Simon Lee & Alvin', 'Eric Senn', 'Ultra Shock', 'FUTURECODE']"
62,Matteo Marini," <a href=""https://www.last.fm/music/Matteo+Marini"">Read more on Last.fm</a>",9608,50221,"['KiLLTEQ', 'ONEIL', 'Dj DimixeR', 'Marc Korn', 'Faraon']"
63,Coldharbour presents The Harbour," <a href=""https://www.last.fm/music/Coldharbour+presents+The+Harbour"">Read more on Last.fm</a>",3,5,[]
64,Goa Pal," <a href=""https://www.last.fm/music/Goa+Pal"">Read more on Last.fm</a>",1,1,[]
65,Ciree," <a href=""https://www.last.fm/music/ciree"">Read more on Last.fm</a>",971,5899,"['Adam Sein', 'Sunset Moments', 'Andrew Frenir', 'Richard Bass', 'Cosmaks']"
66,Taygeto," <a href=""https://www.last.fm/music/Taygeto"">Read more on Last.fm</a>",3307,11814,"['Harry Diamond', 'Kudus', 'Elevven', 'luminn', 'Zack Evans']"
67,Ovnimoon,"Hector Stuardo’s, known as Ovnimoon, is one of the precursors of Psy- and Progressive Trance in Chile. Playing for more than 9 years Ovnimoon spinned records on most of the big events in his country, like Loveparade, Earthdance and countless gigs nationwide. As producer Ovnimoon provides a wide range of styles from Chillout to Psytrance and has released already on labels like Spliff Music, Geomagnetic TV, YSE, Groove Control and even on Warner Rec. <a href=""https://www.last.fm/music/Ovnimoon"">Read more on Last.fm</a>",40395,465282,"['Astrix', 'Zyce', 'Protonica', 'Ticon', 'Sonic Species']"
68,Same K," <a href=""https://www.last.fm/music/same+k"">Read more on Last.fm</a>",14235,67236,"['Wrechiski', 'Henry Dark', 'Nick Sember', 'Attila Syah', 'Venom One']"
69,R.E.L.O.A.D.," <a href=""https://www.last.fm/music/R.E.L.O.A.D."">Read more on Last.fm</a>",879,4074,"['Lostly', 'Indecent Noise', 'Evan Pearce', 'Liam Wilson', 'Amir Hussain']"
70,Chromatone,"Chromatone is Lawrence Hoffman, a San Francisco native who has been producing electronic music for over a decade. Working as a professional audio consultant, producer, engineer, he is also doing mastering for many labels: Vaporvent, Peak Rec, Geomagnetic.tv, Mind Funk, Noise Poison, Drop Out, plus a growing list of clients. After training in visual arts with the legendary Doctor Spook they produced the Video: “Chromatone - Mightochondria” released on the successful Geomagnetic “Magnus” and ""Virtual Vortex"" DVDs. <a href=""https://www.last.fm/music/Chromatone"">Read more on Last.fm</a>",5440,31167,"['Alternative Control', 'Aphid Moon', 'Freakulizer', 'Elec3', 'The Commercial Hippies']"
71,Madloch,"Madloch is a Belgian house music producer & DJ
 The Belgian artist discovered electronic music in the early nineties and has been enthralled with it ever since. His early days as a local DJ in Belgium have led him to heights that he couldn't have imagined at the time. After creating the Sound Avenue imprint in 2011 Madloch has been on a momentous rise through the electronic music underground. The label which holds a meticulous discography of more <a href=""https://www.last.fm/music/Madloch"">Read more on Last.fm</a>",3263,14672,"['Berni Turletti', 'Paul (AR)', 'Subconscious Tales', 'John Cosani', 'Michael A']"
72,Accuface,"The man known as Accuface, Marlon Jürs from Bremen (Germany), was inspired by electronic music while still a child. In the 1980s Marlon was focusing on synth-bands like Depeche Mode and New Order and later on Electronic Body Music with its typical ""air-hammer-punk-beats"", namely Front 242, Nitzer Ebb and A Split Second. Marlon made his first musical experience by using a cheap mixer, a small economy grade keyboard and two tape decks. He recorded rhythms, basses, melodies and chords separately and then created overdubs. <a href=""https://www.last.fm/music/Accuface"">Read more on Last.fm</a>",43679,293441,"['Axel Coon', 'DJ Lee', 'Sven-R-G vs. Bass-T', 'Megara Vs. DJ Lee', 'Ole van Dansk']"
73,Solarstone,"Solarstone is a British musician/production/DJ team formed by Rich Mowatt, Andy Bury (1994-2006) and Sam Tierney (1994-1997), renowned for producing and releasing melodic trance, progressive house and chillout since 1994.

In the past Solarstone has also been known under various aliases including Young Parisians, Z2, Liquid State, Skyscraper, 2nd Element and Sebatu as well as having produced three collaborations with Scott Bond. Most recently in 2011 <a href=""https://www.last.fm/music/Solarstone"">Read more on Last.fm</a>",125305,1863220,"['XiJaro & Pitch', 'Orkidea', 'Rank 1', 'Ferry Corsten', 'Driftmoon']"
74,Peter Santos," <a href=""https://www.last.fm/music/Peter+Santos"">Read more on Last.fm</a>",3769,13035,"['Danjo & Andrew Shartner', 'Thomas Datt pres. D.A.T.T.', 'M.O.O.N. Pro', 'Pulser pres. Luminal', 'Cataracta']"
75,Tastexperience,"Since the 90s TasteXperience have been making Dance Music , they have being remixed and supported by all top dee jays, radio statons e,c,t on the planet, 
  Paul Oakenfold was one of the first DJs to champion their emotionally seductive sound, which ranges from pure chill-out to trance. 2010 saw them re-release their trance classic Summersault on Perfecto Records and they are currently writing new material for release in 201
Please become a member <a href=""https://www.last.fm/music/Tastexperience"">Read more on Last.fm</a>",42499,196008,"['Kamaya Painters', 'Airbase', 'The Thrillseekers', 'Sunlounger', 'Airwave']"
76,Greenage," <a href=""https://www.last.fm/music/Greenage"">Read more on Last.fm</a>",1177,4447,"['Michael A', 'Erdi Irmak', 'Dmitry Molosh', 'Simos Tagias', 'Ewan Rill']"
77,Van Yorge," <a href=""https://www.last.fm/music/Van+Yorge"">Read more on Last.fm</a>",1518,4916,"['South Pole', 'Andrew Lang', 'Cosmaks', 'same k', 'MUSTY']"
78,Tech D," <a href=""https://www.last.fm/music/Tech+D"">Read more on Last.fm</a>",800,3393,"['Michael A', 'Ewan Rill', 'Dmitry Molosh', 'Subconscious Tales', 'Nicolas Rada']"
79,40Thavha," <a href=""https://www.last.fm/music/40Thavha"">Read more on Last.fm</a>",208,1526,"['Grande Piano', 'Victor Special', 'James Dust', 'Alternate High', 'Fawzy']"
80,Quarrel,"Radosław Kasprzak, a progressive house/lounge producer from Gdynia, Poland. <a href=""https://www.last.fm/music/Quarrel"">Read more on Last.fm</a>",1228,6549,"['Dapple Apple', 'B.O.N.G.', 'Pconvolve', 'Rainbow Addict', 'Jacob Henry & Approaching Black']"
81,Atomic Pulse,"Tamir Ozana started out his music career at the age of 16 when he bought his first synthesizer - Virus. He went on to discover Rock music before becoming Creasy with synthesizers, computers and Trance music.

After finishing studying sound engineering at the age of 18, he started to establish all the things that he learned through the years. He was first introduced to the PsyTrance scene by Dede Nachmias a.k.a Dj Dede, of Spectrum Music.

Tamir wrote his first Hit with Astrix, “Valirus”. <a href=""https://www.last.fm/music/Atomic+Pulse"">Read more on Last.fm</a>",31709,168648,"['Fatali', 'Silicon Sound', 'Safi Connection', 'Hujaboy', 'Wrecked Machines']"
82,Neutron," <a href=""https://www.last.fm/music/Neutron"">Read more on Last.fm</a>",2285,11856,"['Denis Dekay', 'KUKO', 'Lorenzo Raganzini', 'Aqua Contact', 'Beico & Mt93']"
83,Cortex Thrill,"Cortex Thrill was founded in June 1992. by Ivo Topolovčan (Cortex) and Sven Gleđa (Spacerunner). In The 1993 they released 4 Tracks on The first Croatian techno compilation, ""Zagreb City Limited"" (Dancing Bear) and EP for Loving ED Records with name ""Eyes of Destruciton"".
In 1993, Sven left the project and Ivo continued to work under the same name. In the next two years Cortex Thrill music was published by Bonzai records. They published 4 releases. Two singles: ""Intro"" and ""Duction2, and two EPs: ""Infiltration"" and ""Euphoria"". <a href=""https://www.last.fm/music/Cortex+Thrill"">Read more on Last.fm</a>",1929,8388,"['Dynamic Maniax', 'Cyberheads', 'Berlin Inc.', 'Axial Force', 'Azid Force']"
84,Bellatrix,"There have been at least two artists using this name.

1) Bellatrix is Waldemar Żywica, a spacesynth composer from Żary, Poland. Previously working under the name Stanleycool, he started recording as Bellatrix in August, 2012. He has since released two albums, Intergalactic and Transmission (2014, Space Sound Records,  SSR-00030) and appeared on Space Sound Records compilation albums.  http://bellatrix-music.net/index.html


2) Bellatrix were an Icelandic rock group. <a href=""https://www.last.fm/music/Bellatrix"">Read more on Last.fm</a>",9899,95514,"['Menn Ársins', 'Daníel Ágúst', 'Maus', 'Ampop', 'Botnleðja']"
